url	Project	Assembly	Biosource	Assay	Replicate	Dataset	Description	Lab	Publications	Accession	Experiment
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b068e787-bbdd-49e2-9f6d-7a0e9f065d6e/4DNFIHSUIRFY.hic	4DN	GRCh38	HCT116 with Crispr generated mClover and AID-tagged WAPL, AAVS1-OsTIR1(F74G)	Arima - A1, A2	merged replicates	Hi-C on HCT116		Jennifer Cremins, UPENN	Emerson DJ et al. (2022) PMID:35676475	4DNFIHSUIRFY	DNES1JP4KZ1
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3768b89a-e124-40eb-8acd-94a4fdd35807/4DNFIXTAS6EE.hic	4DN	GRCh38	HCT116 with Crispr generated mClover and AID-tagged WAPL, AAVS1-OsTIR1(F74G)	Arima - A1, A2	merged replicates	Hi-C on HCT116		Jennifer Cremins, UPENN	Emerson DJ et al. (2022) PMID:35676475	4DNFIXTAS6EE	DNESNSTBMBY
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c513602-5abb-4088-8415-c827c381ab0d/4DNFIC3JD6O2.hic	4DN	GRCh38	H1-hESC (Tier 1)	Arima - A1, A2	merged replicates	Hi-C on H1 cells		Sheng Zhong, UCSD	Calandrelli R et al. (2023) PMID:37845234	4DNFIC3JD6O2	DNES4AABNEZ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/de954dad-1849-4c23-beb4-bf893b7d76c9/4DNFIGY85S4W.hic	4DN	GRCh38	H1-hESC (Tier 1)	Arima - A1, A2	merged replicates	Hi-C on H1 cells		Sheng Zhong, UCSD	Calandrelli R et al. (2023) PMID:37845234	4DNFIGY85S4W	DNES65I3RQG
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e1befa6e-8067-4296-8db2-67d2a2458985/4DNFI2LTNXME.hic	4DN	GRCh38	H1-hESC (Tier 1)	Arima - A1, A2	merged replicates	Hi-C on H1 cells		Sheng Zhong, UCSD	Calandrelli R et al. (2023) PMID:37845234	4DNFI2LTNXME	DNES2253IBO
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bb3307fd-7162-477a-87c5-52f12d03befc/4DNFID162B9J.hic	4DN	GRCh38	H1-hESC (Tier 1)	Arima - A1, A2	merged replicates	Hi-C on H1 cells		Sheng Zhong, UCSD	Calandrelli R et al. (2023) PMID:37845234	4DNFID162B9J	DNESFSCP5L8
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8597cdae-8319-42d9-9175-3f77aaee34e1/4DNFIQWS3632.hic	External	GRCm38	Sertoli cell	Arima - A1, A2	merged replicates	Hi-C on mouse somatic gonadal cells		David Zarkower, UMN	Lindeman RE et al. (2021) PMID:34096593	4DNFIQWS3632	DNES265ETYQ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/327f091d-6a63-47c4-9752-2dff303a13d9/4DNFI6GFHB6G.hic	External	GRCm38	granulosa cell	Arima - A1, A2	merged replicates	Hi-C on mouse somatic gonadal cells		David Zarkower, UMN	Lindeman RE et al. (2021) PMID:34096593	4DNFI6GFHB6G	DNESSS7VU57
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d70dc3b8-48a7-42c2-bd23-80bc44fc2266/4DNFIS5F6EBL.hic	4DN	GRCh38	olfactory receptor cell	MseI	unreplicated	Hi-C on human OSNs		Stavros Lomvardas, COLUMBIA	Zazhytska M et al. (2022) PMID:35180380	4DNFIS5F6EBL	DNESIQLICOJ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/77df7bf8-6a3d-407a-8968-4ca1e78d2269/4DNFIF2D3TL9.hic	4DN	GRCh38	olfactory receptor cell	MseI	unreplicated	Hi-C on human OSNs		Stavros Lomvardas, COLUMBIA	Zazhytska M et al. (2022) PMID:35180380	4DNFIF2D3TL9	DNESPP6Q1WL
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c8f7cc35-d2ef-4717-9009-c02154050fbf/4DNFI6EIFUZI.hic	4DN	GRCh38	olfactory receptor cell	MseI	unreplicated	Hi-C on human OSNs		Stavros Lomvardas, COLUMBIA	Zazhytska M et al. (2022) PMID:35180380	4DNFI6EIFUZI	DNESQ9ZWU97
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/98449d79-30d1-4e32-801d-07435819a42f/4DNFIRKGMZRQ.hic	4DN	GRCh38	olfactory receptor cell	MseI	unreplicated	Hi-C on human OSNs		Stavros Lomvardas, COLUMBIA	Zazhytska M et al. (2022) PMID:35180380	4DNFIRKGMZRQ	DNESZJM7OXF
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d4fe1844-2493-4722-8b98-34a93a4bb7d8/4DNFIQWD8ZYD.hic	4DN	GRCh38	olfactory receptor cell	MseI	unreplicated	Hi-C on human OSNs		Stavros Lomvardas, COLUMBIA	Zazhytska M et al. (2022) PMID:35180380	4DNFIQWD8ZYD	DNESOK2M9XC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1ee40499-1de4-47ff-b540-d9a65943c6b8/4DNFIX7H3CE2.hic	4DN	GRCh38	olfactory receptor cell	MseI	unreplicated	Hi-C on human OSNs		Stavros Lomvardas, COLUMBIA	Zazhytska M et al. (2022) PMID:35180380	4DNFIX7H3CE2	DNESKRDKZ3P
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ac016170-23a7-4111-8773-353d6c150f34/4DNFIO21YDCV.hic	4DN	GRCm38	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	MboI	merged replicates	Hi-C on Sox2 tagged F123 cells		Bing Ren, UCSD	Huang H et al. (2021) PMID:34002095	4DNFIO21YDCV	DNESCTYU1WN
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1faea4e7-9a32-466e-a826-0bfdab6cd915/4DNFIUE5RAS6.hic	4DN	GRCm38	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	MboI	merged replicates	Hi-C on Sox2 tagged F123 cells		Bing Ren, UCSD	Huang H et al. (2021) PMID:34002095	4DNFIUE5RAS6	DNES2Y6YG9E
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cbd396ed-11bb-404f-aed9-ef10abc258e6/4DNFIFI6NIKJ.hic	4DN	GRCh38	H1-hESC	HindIII	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIFI6NIKJ	DNESYTUBW2E
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/af3f78db-ae92-4215-bcae-76d30c617e5d/4DNFIL5K3MA1.hic	4DN	GRCh38	HFF-hTERT	DpnII	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIL5K3MA1	DNESU36SE4V
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/66fc2893-224e-48b4-bdb0-25e022dedd03/4DNFIPV5KFMK.hic	4DN	GRCh38	HFF-hTERT	DdeI	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIPV5KFMK	DNESQSPD7TW
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2b39781d-aadc-434f-abe3-562d61308fdd/4DNFIW8TIFI5.hic	4DN	GRCh38	HFF-hTERT	HindIII	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIW8TIFI5	DNESI12RYYJ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b6d28f7b-27d3-486f-b5ac-32567416560d/4DNFIA6NSSBJ.hic	4DN	GRCh38	HFF-hTERT	DpnII	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIA6NSSBJ	DNESNIUM3LC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/08785616-722e-46bb-ade2-2fdd21324e11/4DNFIBKZK63V.hic	4DN	GRCh38	HFF-hTERT	DdeI	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIBKZK63V	DNESD2QXAG5
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/904b13d3-1203-42a4-812c-963e80c159b1/4DNFI3CFMRID.hic	4DN	GRCh38	HFF-hTERT	HindIII	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFI3CFMRID	DNESHQDSZZK
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b0ed4afe-5ecf-451d-bb1f-444697e3f558/4DNFIYIAUEPW.hic	4DN	GRCh38	HFF-hTERT	DpnII	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIYIAUEPW	DNESUF2DBH1
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4bb9a9b3-12a8-4d2f-8071-4722294c88ea/4DNFIC3HAU11.hic	4DN	GRCh38	HFF-hTERT	DdeI	unreplicated	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIC3HAU11	DNESDBUUEL9
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5abf9c36-c1d1-44dc-8197-74d860d896c0/4DNFIM2BMJ33.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIM2BMJ33	DNESPACPCP4
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a68475db-7816-4cec-b2da-d4ce4a0c7a0e/4DNFIBY3UHJB.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIBY3UHJB	DNESADA8GV3
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/07c40943-0d0b-4b3e-94a0-8583b0e00b47/4DNFIWZEN3FF.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIWZEN3FF	DNESGTSE6RJ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d8a39553-2718-4866-9b2a-45d8e9c5ac6f/4DNFIE5TEYK7.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIE5TEYK7	DNES7N27U89
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/294b61ef-5565-4f04-ade9-f921a6686cce/4DNFI7H4II2V.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFI7H4II2V	DNES61ZK6S8
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/87a70ad7-7d34-4302-9c03-eb824bd4e633/4DNFIAS8LV1C.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIAS8LV1C	DNESOS3TILT
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9db804c6-5a91-4cf5-8ae9-e054223afb77/4DNFIBXWIH8J.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIBXWIH8J	DNESEDV9YMX
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d1e55906-ec8f-444b-8ce1-2de22a431a76/4DNFIO2HBDAI.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIO2HBDAI	DNES6UJHBNW
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7a4b9b37-8e38-470c-8190-fd4d513c0bbb/4DNFIXWCLD4M.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIXWCLD4M	DNESZGE3UM2
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6c7615b2-5310-4bbf-a605-98761d3a3079/4DNFINASC4NQ.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFINASC4NQ	DNES25BK8CM
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/20454014-49cd-4e2d-93da-f40ad52776d5/4DNFIZF1KI43.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIZF1KI43	DNESH5M9J3U
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5df04e86-ee2a-45f2-b878-bf1648e2cca5/4DNFIQBHR9XC.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIQBHR9XC	DNESCWSXLYD
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9d1cc910-bb3f-4106-802a-73184c58d5ba/4DNFIQVMVRP6.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIQVMVRP6	DNESSDZTQRB
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e431986b-0732-460f-92ff-0abd1694d2d0/4DNFIJ7OAIFQ.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIJ7OAIFQ	DNESTLXFJLK
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/56d0c575-4962-4ea3-92c3-55bd0e17c096/4DNFIE8E4ANZ.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIE8E4ANZ	DNES8I4EVFL
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/db1502fb-a989-4ef9-b800-7eaa7be172ae/4DNFIOUSETUP.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIOUSETUP	DNESAOMA6X5
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/acc2f1c3-8c96-4d21-814a-3a8ba81e7741/4DNFIVJ3IIQL.hic	4DN	GRCh38	HeLa-S3	HindIII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIVJ3IIQL	DNESNRILSOK
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/037fb4c3-8641-4953-a977-cc71f2137582/4DNFIHN2QSMX.hic	4DN	GRCh38	HeLa-S3	DpnII	unreplicated	Hi-C on HeLa cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIHN2QSMX	DNESCMQDOWS
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/16d2c3c0-6d29-4815-b074-b142af90b615/4DNFIILDWK8M.hic	4DN	GRCh38	H1-hESC	DdeI	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIILDWK8M	DNESV4MND3G
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/31789849-e4db-45d8-9730-66a048c02d8a/4DNFI6XD6JAQ.hic	4DN	GRCh38	H1-hESC	HindIII	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFI6XD6JAQ	DNESTTX579P
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ff04947e-e6e8-4d62-8374-ef2ee4104809/4DNFIALNLR78.hic	4DN	GRCh38	H1-hESC	DpnII	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIALNLR78	DNESLTRW5KE
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/53e6c1e7-9410-4158-84e6-57c2e683b095/4DNFIBT4EAKN.hic	4DN	GRCh38	H1-hESC	DdeI	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIBT4EAKN	DNESF2TSPAM
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0127900a-258f-4815-97d2-6fd2b043d853/4DNFIDJ2JZ7Q.hic	4DN	GRCh38	H1-hESC	HindIII	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIDJ2JZ7Q	DNES5WCKFXE
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/89f95693-3d28-44eb-9d45-14932f8e258c/4DNFI8JFOAJT.hic	4DN	GRCh38	H1-hESC	DpnII	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFI8JFOAJT	DNES6ZLUF2N
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d803d818-b0d4-4796-8d61-a9f3943f3b10/4DNFIRZA6EV6.hic	4DN	GRCh38	H1-hESC	DdeI	unreplicated	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIRZA6EV6	DNESTJD2Z2P
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f9165fb1-0782-4757-a740-5b929e0252bb/4DNFIB7QTIMH.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	HindIII	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIB7QTIMH	DNES6VNJ14M
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f8d916b2-b58e-4cdf-894c-ffcb3bf6ebd9/4DNFIJ5DQZVK.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	DpnII	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIJ5DQZVK	DNESPU5OVNM
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/14066a5b-e01a-43c2-a468-b18826174df3/4DNFISTWNV9C.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	DdeI	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFISTWNV9C	DNESQ9BNPAP
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d0692151-7f9a-4475-b059-f8802616dded/4DNFIBN9K4V9.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	HindIII	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIBN9K4V9	DNES65W85KE
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/70a7ef36-a514-4e45-918f-47c4e9e30ef4/4DNFIR8OU6QJ.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	DpnII	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIR8OU6QJ	DNESFPSJFSJ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/180306cd-8593-413a-ae83-24f19209c5d2/4DNFIDSWKFF5.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	DdeI	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIDSWKFF5	DNESFLV3UMN
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6e7b9be7-f465-4434-8e9c-68d1e44a76af/4DNFIV239W4L.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	HindIII	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIV239W4L	DNESTXE7D88
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/55df948c-941d-4930-854c-6a07557a0c1d/4DNFIREVU1Z5.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	DpnII	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIREVU1Z5	DNES4MY14SY
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3f590cb7-df3a-498f-81c3-d5ed4179b8ad/4DNFIFHU75I5.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	DdeI	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIFHU75I5	DNESLYL1IOJ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8f064770-6008-4f74-bfca-268d4a22d745/4DNFIMROE6N4.hic	4DN	GRCh38	HFFc6 (Tier 1)	DpnII	merged replicates	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151, Calandrelli R et al. (2023) PMID:37845234	4DNFIMROE6N4	DNESNMAAN97
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a93d0588-76b7-4ccf-933c-4325876b0a53/4DNFI5SUHCGZ.hic	4DN	GRCh38	HFFc6 (Tier 1)	DdeI and DpnII	merged replicates	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFI5SUHCGZ	DNESN49VY8X
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2f5f0d6b-0b22-4936-93c9-0944d49c037b/4DNFII84FBKM.hic	4DN	GRCh38	HFFc6 (Tier 1)	DdeI	merged replicates	Hi-C on HFF cells - protocol variations		Job Dekker, UMMS	Akgol Oksuz B et al. (2021) PMID:34480151	4DNFII84FBKM	DNESH5YI3CM
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/12e90fc5-0b76-4e42-b346-58d267f9ad6e/4DNFI2J1ODWB.hic	4DN	GRCh38	H1-hESC (Tier 1) differentiated to definitive endoderm	DpnII	unreplicated	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS		4DNFI2J1ODWB	DNESVL4N9CD
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f2702a45-3e8b-4980-bcd5-6bb0e291614f/4DNFIJWBWE41.hic	4DN	GRCh38	H1-hESC differentiated to definitive endoderm	DpnII	merged replicates	Hi-C on H1-DE cells - protocol variations		Job Dekker, UMMS		4DNFIJWBWE41	DNESCOQ5YRS
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a0859349-5f06-4ad3-b56f-b1166b34a9eb/4DNFIIMZB6Y9.hic	4DN	GRCh38	H1-hESC (Tier 1)	DpnII	merged replicates	Hi-C on H1 cells - protocol variations		Job Dekker, UMMS	Emerson DJ et al. (2022) PMID:35676475, Akgol Oksuz B et al. (2021) PMID:34480151	4DNFIIMZB6Y9	DNESX75DD7R
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/12685c57-d54a-46fa-9efb-acf34ed77574/4DNFICJECID5.hic	4DN	GRCz11	Zebrafish Embryo	MboI	merged replicates	Hi-C on Zebrafish embryos		Brad Cairns, UTAH	Wike CL et al. (2021) PMID:34006569	4DNFICJECID5	DNESV5PGOUC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d101a58e-89aa-44fd-96c5-6bf1e2476272/4DNFIR6UW2QA.hic	4DN	GRCz11	Zebrafish Embryo	MboI	merged replicates	Hi-C on Zebrafish embryos		Brad Cairns, UTAH	Wike CL et al. (2021) PMID:34006569	4DNFIR6UW2QA	DNES4G1HPQC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3d8c73bf-1335-4af4-b124-e3622d48c5f6/4DNFIGOEKBUZ.hic	4DN	GRCz11	Zebrafish Embryo	MboI	merged replicates	Hi-C on Zebrafish embryos		Brad Cairns, UTAH	Wike CL et al. (2021) PMID:34006569	4DNFIGOEKBUZ	DNESVZFWQZX
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cd2477cf-6ed0-4d7b-b4e9-88fb38b0df48/4DNFIMDNAEW4.hic	4DN	GRCz11	Zebrafish Embryo	MboI	merged replicates	Hi-C on Zebrafish embryos		Brad Cairns, UTAH	Wike CL et al. (2021) PMID:34006569	4DNFIMDNAEW4	DNESWMLWNGZ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0f03953e-29da-4f2e-8c05-572d0edf4525/4DNFI5OSZ3JC.hic	4DN	GRCz11	Zebrafish Embryo	MboI	merged replicates	Hi-C on Zebrafish embryos		Brad Cairns, UTAH	Wike CL et al. (2021) PMID:34006569	4DNFI5OSZ3JC	DNESI8KI62W
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/29d95dbb-005a-4ae1-8b9c-0fec9ec0bbd0/4DNFI7KOUGFM.hic	4DN	GRCz11	Zebrafish Embryo	MboI	merged replicates	Hi-C on Zebrafish embryos		Brad Cairns, UTAH	Wike CL et al. (2021) PMID:34006569	4DNFI7KOUGFM	DNES9YQ1GX9
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a441ab7b-afbe-437d-bf98-b6b916558642/4DNFIGKX4A32.hic	4DN	GRCz11	Zebrafish Embryo	MboI	merged replicates	Hi-C on Zebrafish embryos		Brad Cairns, UTAH	Wike CL et al. (2021) PMID:34006569	4DNFIGKX4A32	DNESTJOLVFJ
